year,player_id,overall_rating,attacking_work_rate,defensive_work_rate,crossing,ball_control,dribbling
2012,105526,63.0,medium,high,56.0,64.0,61.0
2013,39311,75.0,high,low,72.0,79.0,75.0
2012,39311,77.0,medium,low,71.0,79.0,77.0
2015,112976,67.0,medium,medium,64.0,72.0,71.0
2014,112976,66.0,medium,medium,63.0,73.0,71.0
2013,112976,66.0,medium,medium,64.0,70.0,72.0
2012,112976,67.0,medium,medium,64.0,73.0,71.0
2015,239253,61.0,medium,medium,53.0,63.0,65.0
2013,239253,61.0,medium,medium,53.0,63.0,65.0
2012,239253,61.0,medium,medium,53.0,66.0,65.0
2015,50345,78.0,medium,medium,68.0,77.0,75.0
2014,50345,79.0,high,medium,68.0,78.0,76.0
2013,50345,78.0,medium,medium,69.0,77.0,76.0
2012,50345,76.0,medium,medium,66.0,76.0,75.0
2015,323385,73.0,high,medium,65.0,77.0,79.0
2014,323385,73.0,high,medium,65.0,77.0,79.0
2013,323385,74.0,medium,medium,69.0,75.0,77.0
2012,323385,69.0,medium,low,69.0,67.0,67.0
2013,42431,71.0,medium,medium,76.0,74.0,74.0
2012,42431,72.0,medium,medium,70.0,74.0,72.0
2014,183482,64.0,high,medium,52.0,72.0,70.0
2013,183482,64.0,high,medium,52.0,72.0,70.0
2012,183482,65.0,medium,high,52.0,72.0,70.0
2015,168047,70.0,medium,high,69.0,75.0,72.0
2014,168047,68.0,medium,medium,71.0,75.0,73.0
2013,168047,72.0,medium,medium,71.0,79.0,77.0
2012,168047,70.0,medium,medium,65.0,77.0,75.0
2015,114790,66.0,high,medium,66.0,66.0,63.0
2014,114790,65.0,high,medium,65.0,65.0,65.0
2013,114790,62.0,high,high,60.0,59.0,56.0
2012,114790,62.0,high,high,60.0,58.0,53.0
2015,169756,78.0,medium,medium,12.0,23.0,15.0
2014,169756,76.0,medium,medium,25.0,22.0,25.0
2013,169756,76.0,medium,medium,25.0,22.0,25.0
2012,169756,57.0,medium,medium,11.0,22.0,14.0
2014,167648,59.0,medium,medium,46.0,51.0,38.0
2013,167648,57.0,medium,medium,46.0,51.0,38.0
2015,280969,70.0,medium,medium,25.0,26.0,25.0
2014,280969,71.0,medium,medium,25.0,26.0,25.0
2013,280969,69.0,medium,medium,25.0,26.0,25.0
2012,280969,72.0,medium,medium,10.0,26.0,16.0
2013,39190,67.0,high,medium,73.0,72.0,70.0
2012,39190,73.0,high,medium,75.0,83.0,77.0
2013,172172,60.0,medium,medium,58.0,66.0,70.0
2013,39199,67.0,medium,medium,54.0,57.0,44.0
2012,39199,67.0,medium,medium,54.0,57.0,44.0
2015,38122,67.0,medium,high,25.0,48.0,27.0
2014,38122,62.0,medium,high,24.0,31.0,26.0
2014,30690,73.0,medium,low,50.0,74.0,74.0
2012,30690,73.0,medium,low,50.0,74.0,74.0
2015,33992,79.0,high,medium,81.0,82.0,82.0
2014,33992,76.0,high,medium,84.0,80.0,79.0
2013,33992,77.0,high,medium,84.0,82.0,81.0
2012,33992,75.0,high,medium,80.0,79.0,80.0
2015,447107,64.0,medium,medium,65.0,71.0,71.0
2014,447107,65.0,medium,medium,55.0,70.0,69.0
2013,447107,62.0,medium,medium,55.0,65.0,69.0
2015,352879,76.0,high,medium,67.0,78.0,74.0
2014,352879,73.0,high,medium,65.0,76.0,68.0
2013,352879,73.0,high,medium,65.0,76.0,68.0
2012,352879,63.0,high,medium,44.0,68.0,62.0
2015,557353,50.0,medium,medium,35.0,50.0,47.0
2014,557353,50.0,medium,medium,35.0,50.0,47.0
2015,188413,74.0,high,medium,75.0,79.0,79.0
2014,188413,71.0,high,medium,71.0,76.0,78.0
2013,188413,73.0,high,medium,71.0,72.0,75.0
2012,188413,71.0,medium,medium,68.0,73.0,75.0
2015,40930,79.0,high,high,78.0,84.0,80.0
2014,40930,79.0,medium,high,76.0,82.0,79.0
2013,40930,77.0,medium,medium,68.0,81.0,75.0
2012,40930,77.0,medium,medium,59.0,79.0,76.0
2015,317062,73.0,medium,medium,64.0,75.0,77.0
2014,317062,59.0,medium,medium,50.0,61.0,66.0
2013,317062,59.0,medium,medium,50.0,61.0,66.0
2012,317062,59.0,medium,medium,50.0,61.0,66.0
2015,242719,73.0,high,medium,66.0,74.0,75.0
2014,242719,69.0,high,medium,63.0,73.0,69.0
2013,242719,66.0,high,medium,60.0,71.0,69.0
2012,242719,66.0,high,medium,60.0,71.0,69.0
2015,263276,71.0,medium,low,62.0,75.0,76.0
2014,263276,70.0,medium,low,62.0,81.0,77.0
2013,263276,68.0,medium,low,63.0,73.0,77.0
2012,263276,73.0,medium,low,71.0,79.0,83.0
2015,361711,74.0,high,medium,70.0,74.0,71.0
2014,361711,58.0,high,medium,56.0,52.0,62.0
2015,213366,74.0,medium,high,70.0,77.0,75.0
2014,213366,71.0,medium,high,65.0,75.0,64.0
2013,213366,72.0,medium,high,66.0,76.0,65.0
2012,213366,73.0,medium,high,66.0,75.0,68.0
2015,441441,74.0,medium,medium,61.0,78.0,77.0
2014,441441,65.0,medium,medium,59.0,72.0,72.0
2013,441441,61.0,medium,medium,57.0,70.0,66.0
2014,118883,74.0,high,medium,75.0,82.0,78.0
2013,118883,70.0,medium,low,64.0,76.0,72.0
2015,119305,64.0,medium,medium,41.0,60.0,56.0
2014,119305,64.0,medium,low,49.0,61.0,59.0
2013,119305,66.0,medium,low,49.0,68.0,59.0
2012,119305,67.0,medium,medium,45.0,66.0,57.0
2015,256728,65.0,medium,medium,30.0,66.0,62.0
2014,256728,64.0,medium,medium,29.0,65.0,61.0
2013,256728,64.0,medium,low,29.0,66.0,56.0
2013,45872,63.0,high,medium,64.0,62.0,66.0
2012,45872,64.0,high,medium,64.0,64.0,66.0
2015,41399,63.0,medium,high,48.0,59.0,49.0
2014,41399,62.0,medium,high,48.0,54.0,49.0
2013,41399,65.0,medium,high,50.0,60.0,52.0
2012,41399,65.0,medium,high,50.0,60.0,52.0
2015,513810,65.0,medium,medium,42.0,68.0,62.0
2014,513810,63.0,medium,medium,41.0,63.0,59.0
2013,513810,50.0,medium,medium,31.0,32.0,28.0
2015,111930,74.0,high,high,78.0,71.0,75.0
2014,111930,72.0,high,high,77.0,70.0,74.0
2013,111930,72.0,medium,high,77.0,71.0,72.0
2012,111930,72.0,medium,medium,69.0,71.0,73.0
2015,561140,66.0,medium,medium,58.0,75.0,79.0
2014,561140,65.0,medium,medium,58.0,70.0,78.0
2015,403003,76.0,medium,low,30.0,73.0,70.0
2014,403003,70.0,medium,low,29.0,66.0,63.0
2013,403003,69.0,medium,low,29.0,66.0,63.0
2012,403003,61.0,medium,medium,29.0,55.0,56.0
2015,297556,65.0,medium,medium,18.0,49.0,38.0
2014,297556,65.0,medium,medium,25.0,48.0,37.0
2013,297556,65.0,medium,medium,23.0,49.0,38.0
2012,297556,65.0,medium,medium,32.0,48.0,40.0
2015,41182,69.0,medium,medium,40.0,63.0,45.0
2014,41182,72.0,medium,medium,39.0,62.0,44.0
2013,41182,72.0,medium,medium,39.0,62.0,44.0
2012,41182,72.0,medium,medium,39.0,62.0,44.0
2015,120917,70.0,None,1,48.0,65.0,47.0
2014,120917,69.0,None,1,47.0,64.0,46.0
2013,120917,64.0,None,1,47.0,61.0,40.0
2015,232103,76.0,high,medium,65.0,80.0,82.0
2014,232103,75.0,high,medium,70.0,73.0,84.0
2013,232103,76.0,high,medium,70.0,73.0,84.0
2012,232103,72.0,medium,medium,69.0,73.0,78.0
2014,174597,65.0,medium,medium,32.0,50.0,25.0
2013,174597,65.0,medium,medium,32.0,50.0,25.0
2012,174597,64.0,medium,medium,32.0,42.0,25.0
2013,174600,63.0,medium,medium,63.0,70.0,66.0
2012,174600,63.0,medium,medium,63.0,70.0,66.0
2014,441166,50.0,medium,medium,27.0,29.0,25.0
2013,441166,50.0,medium,medium,27.0,29.0,25.0
2015,410141,61.0,medium,medium,53.0,72.0,72.0
2014,410141,58.0,medium,medium,54.0,68.0,68.0
2013,410141,55.0,medium,medium,55.0,54.0,54.0
2013,199829,56.0,medium,medium,53.0,56.0,57.0
2012,199829,56.0,medium,medium,53.0,56.0,57.0
2015,32448,76.0,high,medium,74.0,80.0,84.0
2014,32448,78.0,high,medium,75.0,82.0,88.0
2013,32448,78.0,high,medium,75.0,82.0,88.0
2012,32448,82.0,high,medium,82.0,82.0,88.0
2015,213737,65.0,medium,medium,45.0,62.0,54.0
2013,213737,65.0,medium,medium,45.0,62.0,54.0
2012,213737,62.0,medium,medium,45.0,62.0,57.0
2014,133535,71.0,low,medium,58.0,68.0,65.0
2013,133535,71.0,medium,medium,61.0,69.0,65.0
2012,133535,72.0,medium,medium,61.0,69.0,65.0
2015,128843,65.0,high,medium,31.0,61.0,34.0
2013,128843,65.0,high,medium,31.0,61.0,34.0
2012,128843,65.0,high,medium,31.0,61.0,34.0
2015,210683,79.0,medium,medium,78.0,74.0,64.0
2014,210683,75.0,medium,medium,77.0,72.0,61.0
2013,210683,73.0,medium,medium,75.0,70.0,61.0
2012,210683,63.0,medium,medium,63.0,63.0,59.0
2012,185301,61.0,medium,medium,59.0,63.0,42.0
2012,33993,69.0,medium,medium,56.0,61.0,56.0
2015,24160,68.0,low,low,49.0,69.0,59.0
2012,24160,72.0,low,low,48.0,72.0,68.0
2015,243127,69.0,medium,medium,64.0,72.0,74.0
2013,243127,69.0,medium,medium,64.0,72.0,74.0
2012,243127,68.0,medium,medium,64.0,72.0,74.0
2013,20771,67.0,medium,medium,63.0,73.0,76.0
2012,20771,67.0,medium,medium,63.0,73.0,76.0
2012,23163,71.0,high,low,69.0,73.0,79.0
2014,31255,59.0,medium,medium,36.0,55.0,49.0
2013,31255,59.0,medium,medium,36.0,55.0,49.0
2012,31255,62.0,medium,medium,36.0,62.0,60.0
2015,33451,69.0,medium,medium,39.0,52.0,41.0
2014,33451,69.0,medium,medium,38.0,51.0,40.0
2013,33451,69.0,medium,medium,38.0,51.0,40.0
2012,33451,68.0,medium,medium,38.0,51.0,40.0
2014,26085,62.0,medium,medium,64.0,65.0,49.0
2013,26085,66.0,medium,medium,68.0,65.0,49.0
2012,26085,66.0,medium,medium,68.0,65.0,49.0
2015,34268,64.0,medium,medium,43.0,38.0,20.0
2014,34268,63.0,medium,medium,42.0,37.0,25.0
2013,34268,66.0,medium,medium,42.0,47.0,20.0
2012,34268,68.0,medium,medium,42.0,52.0,20.0
2013,182847,58.0,medium,medium,42.0,48.0,42.0
2012,182847,58.0,medium,medium,42.0,48.0,42.0
2015,36785,70.0,medium,medium,65.0,70.0,59.0
2014,36785,67.0,medium,medium,64.0,69.0,58.0
2013,36785,67.0,medium,medium,64.0,69.0,58.0
2012,36785,68.0,high,medium,64.0,69.0,58.0
2014,67393,64.0,high,low,50.0,64.0,56.0
2013,67393,64.0,high,low,50.0,64.0,56.0
2015,34417,71.0,medium,medium,69.0,78.0,74.0
2014,34417,72.0,medium,low,68.0,77.0,73.0
2013,34417,76.0,medium,low,72.0,75.0,74.0
2012,34417,74.0,medium,medium,72.0,76.0,75.0
2015,95220,63.0,medium,medium,46.0,62.0,57.0
2014,95220,62.0,medium,medium,45.0,64.0,56.0
2013,95220,59.0,medium,medium,45.0,60.0,56.0
2012,95220,60.0,medium,medium,45.0,62.0,56.0
2013,32693,58.0,medium,medium,6.0,13.0,19.0
2015,32547,63.0,high,medium,59.0,65.0,67.0
2014,32547,63.0,high,medium,59.0,65.0,67.0
2013,32547,62.0,high,medium,59.0,65.0,67.0
2012,32547,64.0,high,low,65.0,67.0,68.0
2015,267728,70.0,medium,medium,32.0,62.0,54.0
2015,32870,73.0,medium,medium,68.0,69.0,67.0
2014,32870,72.0,medium,medium,67.0,68.0,65.0
2013,32870,71.0,medium,medium,72.0,68.0,64.0
2012,32870,72.0,medium,medium,67.0,73.0,71.0
2015,92935,76.0,medium,low,55.0,71.0,70.0
2014,92935,76.0,medium,low,55.0,71.0,70.0
2013,92935,74.0,medium,low,55.0,71.0,70.0
2012,92935,73.0,medium,medium,55.0,71.0,69.0
2015,14100,68.0,medium,medium,13.0,22.0,13.0
2014,14100,66.0,medium,medium,25.0,25.0,25.0
2013,14100,68.0,medium,medium,25.0,25.0,25.0
2012,14100,64.0,medium,medium,12.0,25.0,12.0
2015,32845,60.0,medium,medium,15.0,22.0,12.0
2013,32845,60.0,medium,medium,15.0,22.0,12.0
2012,32845,58.0,medium,medium,14.0,22.0,11.0
2014,23081,58.0,low,medium,61.0,53.0,52.0
2013,23081,58.0,medium,medium,61.0,53.0,52.0
2012,23081,62.0,medium,medium,62.0,60.0,58.0
2015,667963,69.0,medium,medium,62.0,70.0,72.0
2015,30248,65.0,medium,medium,62.0,69.0,60.0
2014,30248,64.0,medium,medium,61.0,68.0,59.0
2013,30248,64.0,medium,medium,61.0,68.0,59.0
2012,30248,67.0,medium,medium,61.0,73.0,62.0
2015,23881,65.0,medium,medium,55.0,57.0,51.0
2014,23881,66.0,medium,medium,60.0,57.0,51.0
2013,23881,66.0,medium,medium,60.0,57.0,51.0
2012,23881,69.0,medium,medium,60.0,56.0,51.0
2015,312585,60.0,medium,medium,52.0,52.0,57.0
2014,312585,58.0,medium,medium,41.0,58.0,59.0
2013,312585,58.0,medium,medium,31.0,38.0,33.0
2012,312585,58.0,medium,medium,31.0,38.0,33.0
2015,25926,75.0,medium,medium,77.0,83.0,80.0
2014,25926,75.0,medium,medium,77.0,81.0,81.0
2013,25926,77.0,medium,medium,77.0,81.0,82.0
2012,25926,79.0,medium,medium,80.0,82.0,83.0
2015,441173,61.0,medium,medium,43.0,68.0,61.0
2014,441173,62.0,medium,medium,43.0,68.0,61.0
2015,294859,75.0,medium,medium,76.0,75.0,76.0
2014,294859,66.0,high,medium,61.0,70.0,72.0
2013,294859,59.0,high,medium,61.0,65.0,65.0
2012,294859,63.0,medium,medium,61.0,65.0,68.0
2015,289250,66.0,medium,medium,62.0,62.0,59.0
2014,289250,64.0,medium,medium,61.0,61.0,58.0
2013,289250,64.0,medium,medium,61.0,61.0,58.0
2012,289250,64.0,medium,medium,61.0,61.0,58.0
2015,160220,67.0,medium,medium,57.0,59.0,51.0
2014,160220,61.0,medium,medium,59.0,58.0,37.0
2013,160220,60.0,medium,medium,58.0,56.0,37.0
2012,160220,60.0,medium,medium,58.0,56.0,37.0
2015,94883,73.0,medium,medium,81.0,76.0,73.0
2014,94883,70.0,medium,medium,74.0,72.0,72.0
2013,94883,68.0,medium,medium,71.0,68.0,70.0
2012,94883,66.0,medium,medium,64.0,67.0,69.0
2015,177689,63.0,low,medium,39.0,46.0,54.0
2015,37503,75.0,medium,medium,11.0,23.0,18.0
2014,37503,72.0,medium,medium,25.0,24.0,25.0
2013,37503,74.0,medium,medium,25.0,25.0,25.0
2012,37503,74.0,medium,medium,11.0,25.0,18.0
2015,35831,67.0,medium,medium,50.0,66.0,65.0
2014,35831,71.0,medium,medium,49.0,75.0,75.0
2013,35831,72.0,medium,medium,49.0,74.0,72.0
2012,35831,72.0,medium,medium,49.0,72.0,72.0
2013,45605,71.0,high,medium,61.0,77.0,75.0
2012,45605,71.0,high,medium,61.0,77.0,75.0
2012,37483,72.0,medium,medium,55.0,74.0,73.0
2015,396912,62.0,medium,medium,62.0,53.0,46.0
2014,396912,60.0,high,medium,59.0,52.0,38.0
2013,396912,58.0,high,medium,59.0,43.0,38.0
2015,37920,74.0,high,medium,80.0,80.0,72.0
2014,37920,73.0,medium,medium,78.0,75.0,72.0
2013,37920,73.0,medium,medium,78.0,75.0,72.0
2012,37920,77.0,medium,medium,82.0,85.0,80.0
2015,484858,74.0,high,medium,86.0,75.0,75.0
2014,484858,67.0,high,medium,40.0,73.0,74.0
2013,484858,64.0,high,medium,40.0,67.0,64.0
2012,36066,70.0,medium,low,74.0,75.0,77.0
2015,27694,78.0,medium,medium,79.0,85.0,77.0
2014,27694,78.0,high,medium,77.0,83.0,77.0
2013,27694,80.0,medium,medium,78.0,85.0,79.0
2012,27694,80.0,medium,medium,78.0,88.0,80.0
2015,107929,74.0,medium,high,52.0,68.0,54.0
2014,107929,73.0,medium,high,51.0,67.0,53.0
2013,107929,74.0,medium,high,51.0,67.0,53.0
2012,107929,77.0,medium,medium,51.0,67.0,53.0
2015,299879,68.0,medium,medium,17.0,23.0,12.0
2014,299879,65.0,medium,medium,25.0,22.0,25.0
2013,299879,68.0,medium,medium,25.0,23.0,25.0
2012,299879,56.0,medium,medium,17.0,23.0,12.0
2015,41168,76.0,medium,medium,67.0,80.0,79.0
2014,41168,76.0,medium,medium,66.0,79.0,78.0
2013,41168,74.0,medium,medium,66.0,79.0,78.0
2012,41168,71.0,high,low,66.0,79.0,78.0
2015,38395,60.0,medium,medium,25.0,27.0,25.0
2014,38395,60.0,medium,medium,25.0,27.0,25.0
2013,38395,60.0,medium,medium,25.0,27.0,25.0
2012,38395,62.0,medium,medium,25.0,27.0,25.0
2015,47565,78.0,high,medium,83.0,83.0,72.0
2014,47565,75.0,high,medium,81.0,81.0,70.0
2013,47565,75.0,high,medium,81.0,81.0,70.0
2012,47565,72.0,high,medium,78.0,76.0,63.0
2015,30143,70.0,medium,medium,25.0,20.0,25.0
2014,30143,70.0,medium,medium,25.0,20.0,25.0
2013,30143,74.0,medium,medium,25.0,21.0,25.0
2012,30143,72.0,medium,medium,13.0,21.0,15.0
2015,102394,70.0,medium,medium,25.0,19.0,12.0
2014,102394,67.0,medium,medium,25.0,28.0,25.0
2013,102394,67.0,medium,medium,25.0,28.0,25.0
2012,102394,67.0,medium,medium,17.0,28.0,11.0
2015,30881,74.0,high,medium,51.0,75.0,69.0
2014,30881,73.0,high,medium,51.0,75.0,72.0
2013,30881,77.0,high,medium,51.0,74.0,72.0
2012,30881,78.0,medium,low,51.0,78.0,72.0
2012,42460,59.0,high,medium,64.0,60.0,56.0
2015,575364,63.0,medium,medium,62.0,65.0,61.0
2014,575364,58.0,medium,medium,55.0,62.0,58.0
2013,575364,59.0,medium,medium,56.0,65.0,59.0
2015,543020,64.0,low,high,26.0,59.0,48.0
2013,543020,64.0,low,high,26.0,59.0,48.0
2012,543020,64.0,low,high,26.0,59.0,48.0
2015,37451,72.0,low,high,44.0,64.0,32.0
2014,37451,71.0,low,high,43.0,62.0,29.0
2013,37451,75.0,low,high,43.0,59.0,29.0
2012,37451,77.0,medium,high,43.0,59.0,29.0
2015,314605,77.0,high,medium,83.0,81.0,77.0
2014,314605,78.0,high,high,84.0,81.0,78.0
2013,314605,74.0,high,high,81.0,78.0,74.0
2012,314605,61.0,medium,high,62.0,56.0,60.0
2015,109121,77.0,medium,medium,52.0,77.0,69.0
2014,109121,75.0,medium,low,51.0,76.0,64.0
2013,109121,75.0,medium,medium,51.0,75.0,65.0
2012,109121,74.0,medium,medium,48.0,77.0,71.0
2015,39302,65.0,medium,medium,12.0,11.0,12.0
2013,39302,65.0,medium,medium,12.0,11.0,12.0
2012,39302,65.0,medium,medium,11.0,10.0,11.0
2015,231977,66.0,medium,medium,60.0,73.0,72.0
2014,231977,68.0,medium,medium,62.0,75.0,74.0
2013,231977,69.0,medium,low,42.0,70.0,72.0
2012,231977,64.0,medium,low,42.0,68.0,72.0
2015,74028,65.0,medium,medium,14.0,21.0,12.0
2014,74028,64.0,medium,medium,25.0,20.0,25.0
2013,74028,67.0,medium,medium,25.0,21.0,25.0
2012,74028,65.0,medium,medium,14.0,21.0,12.0
2013,42121,62.0,medium,medium,57.0,63.0,65.0
2012,42121,65.0,medium,medium,63.0,63.0,70.0
2013,30273,73.0,medium,medium,64.0,77.0,70.0
2012,30273,72.0,medium,medium,64.0,77.0,73.0
2014,88521,72.0,low,medium,40.0,51.0,57.0
2013,88521,73.0,low,medium,40.0,51.0,57.0
2012,88521,77.0,low,medium,40.0,61.0,58.0
2015,38576,72.0,medium,medium,63.0,77.0,69.0
2014,38576,72.0,medium,medium,63.0,77.0,69.0
2013,38576,72.0,medium,medium,63.0,77.0,69.0
2012,38576,73.0,medium,medium,64.0,79.0,70.0
2015,527104,64.0,medium,medium,57.0,64.0,65.0
2014,527104,61.0,medium,medium,45.0,59.0,63.0
2012,26401,73.0,medium,medium,75.0,71.0,63.0
2015,71768,75.0,high,medium,69.0,80.0,76.0
2014,71768,74.0,high,medium,68.0,79.0,75.0
2013,71768,74.0,medium,medium,67.0,80.0,76.0
2012,71768,75.0,medium,medium,68.0,82.0,80.0
2015,493418,54.0,medium,medium,29.0,49.0,47.0
2014,493418,54.0,medium,medium,29.0,49.0,47.0
2013,493418,54.0,medium,medium,29.0,49.0,47.0
2015,281864,69.0,high,medium,63.0,69.0,71.0
2014,281864,69.0,high,medium,63.0,69.0,71.0
2015,661509,54.0,medium,medium,28.0,49.0,44.0
2015,93343,65.0,medium,medium,41.0,65.0,41.0
2014,93343,69.0,medium,medium,40.0,64.0,40.0
2013,93343,69.0,medium,medium,40.0,64.0,40.0
2012,93343,70.0,medium,medium,40.0,68.0,40.0
2015,664961,60.0,high,low,48.0,66.0,68.0
2015,39345,68.0,medium,medium,73.0,68.0,68.0
2014,39345,68.0,medium,medium,72.0,67.0,67.0
2013,39345,73.0,medium,medium,75.0,74.0,67.0
2012,39345,73.0,medium,medium,75.0,72.0,70.0
2015,467052,57.0,medium,medium,52.0,64.0,59.0
2014,467052,55.0,medium,medium,49.0,59.0,57.0
2013,467052,55.0,high,high,49.0,59.0,57.0
2015,450292,68.0,medium,medium,42.0,63.0,61.0
2014,450292,62.0,medium,medium,41.0,62.0,60.0
2013,450292,62.0,medium,medium,41.0,62.0,60.0
2015,189192,79.0,high,high,72.0,82.0,84.0
2014,189192,76.0,high,high,71.0,80.0,80.0
2013,189192,71.0,high,medium,68.0,74.0,71.0
2012,189192,70.0,medium,medium,68.0,69.0,71.0
2015,38131,72.0,medium,medium,75.0,74.0,72.0
2014,38131,72.0,medium,medium,73.0,72.0,69.0
2013,38131,72.0,medium,medium,67.0,72.0,71.0
2012,38131,73.0,medium,medium,71.0,72.0,73.0
2013,26120,71.0,medium,medium,75.0,74.0,76.0
2012,26120,72.0,medium,medium,76.0,74.0,77.0
2015,191906,75.0,medium,medium,57.0,69.0,48.0
2014,191906,78.0,medium,medium,56.0,67.0,45.0
2013,191906,76.0,medium,medium,55.0,64.0,44.0
2012,191906,75.0,medium,medium,55.0,64.0,44.0
2015,169217,75.0,high,medium,67.0,79.0,69.0
2014,169217,73.0,high,medium,60.0,76.0,66.0
2013,169217,71.0,high,high,44.0,72.0,63.0
2012,169217,68.0,high,high,37.0,68.0,63.0
2015,151079,72.0,medium,medium,49.0,64.0,58.0
2014,151079,69.0,medium,medium,49.0,64.0,55.0
2013,151079,70.0,medium,medium,49.0,65.0,55.0
2012,151079,70.0,medium,medium,49.0,65.0,55.0
2015,45220,76.0,high,low,74.0,79.0,80.0
2014,45220,76.0,high,low,73.0,78.0,82.0
2013,45220,76.0,high,low,73.0,78.0,82.0
2012,45220,79.0,high,low,73.0,78.0,82.0
2015,10348,77.0,high,low,70.0,84.0,80.0
2014,10348,76.0,high,low,67.0,83.0,79.0
2013,10348,75.0,high,low,67.0,83.0,79.0
2012,10348,75.0,high,low,68.0,83.0,81.0
2015,97657,74.0,medium,medium,68.0,73.0,70.0
2014,97657,74.0,medium,medium,67.0,74.0,71.0
2013,97657,74.0,medium,medium,67.0,74.0,71.0
2012,97657,74.0,high,medium,67.0,74.0,71.0
2015,303484,75.0,medium,medium,39.0,57.0,54.0
2014,303484,74.0,medium,medium,38.0,53.0,47.0
2013,303484,74.0,medium,medium,38.0,53.0,47.0
2012,303484,69.0,medium,medium,28.0,57.0,40.0
2015,168569,71.0,medium,medium,30.0,55.0,39.0
2014,168569,70.0,medium,high,29.0,54.0,38.0
2013,168569,70.0,medium,high,35.0,55.0,39.0
2015,288406,70.0,high,medium,69.0,68.0,66.0
2014,288406,68.0,high,medium,75.0,68.0,63.0
2013,288406,67.0,high,medium,76.0,68.0,60.0
2012,288406,64.0,high,medium,73.0,62.0,56.0
2014,187150,70.0,medium,medium,67.0,76.0,77.0
2013,187150,74.0,medium,low,78.0,81.0,82.0
2012,187150,72.0,medium,low,68.0,77.0,81.0
2015,282470,70.0,high,medium,63.0,75.0,76.0
2014,282470,71.0,high,medium,62.0,75.0,75.0
2013,282470,71.0,high,low,62.0,74.0,73.0
2012,282470,69.0,medium,medium,68.0,71.0,72.0
2015,302911,65.0,medium,high,47.0,60.0,38.0
2014,302911,65.0,medium,high,47.0,60.0,38.0
2013,302911,65.0,medium,high,47.0,60.0,38.0
2015,364496,68.0,medium,medium,65.0,70.0,76.0
2014,364496,62.0,medium,medium,62.0,62.0,63.0
2014,522571,64.0,medium,medium,28.0,54.0,51.0
2015,167094,73.0,medium,high,65.0,71.0,66.0
2014,167094,72.0,medium,high,64.0,72.0,65.0
2013,167094,72.0,medium,medium,63.0,71.0,64.0
2012,167094,72.0,medium,medium,59.0,73.0,66.0
2015,16351,79.0,high,medium,90.0,78.0,78.0
2014,16351,78.0,high,medium,85.0,77.0,77.0
2013,16351,78.0,high,medium,83.0,78.0,75.0
2012,16351,78.0,high,medium,80.0,78.0,75.0
2015,426005,63.0,medium,high,48.0,59.0,53.0
2014,37515,72.0,medium,medium,72.0,69.0,64.0
2013,37515,72.0,medium,medium,72.0,69.0,64.0
2012,37515,73.0,medium,medium,72.0,69.0,64.0
2015,155739,66.0,medium,high,63.0,62.0,62.0
2014,155739,66.0,medium,high,63.0,62.0,62.0
2013,155739,70.0,medium,high,60.0,67.0,68.0
2015,351860,76.0,medium,low,29.0,71.0,68.0
2014,351860,74.0,low,low,28.0,69.0,66.0
2013,351860,73.0,medium,low,28.0,70.0,66.0
2015,280638,73.0,medium,high,61.0,63.0,55.0
2014,280638,71.0,medium,high,69.0,61.0,52.0
2013,280638,70.0,medium,high,66.0,56.0,51.0
2015,164519,73.0,high,medium,58.0,75.0,69.0
2014,164519,71.0,high,medium,48.0,71.0,67.0
2015,124144,69.0,high,medium,45.0,78.0,72.0
2014,124144,69.0,high,medium,45.0,78.0,72.0
2013,124144,68.0,high,medium,45.0,78.0,72.0
2012,124144,64.0,high,medium,45.0,60.0,58.0
2014,278866,63.0,medium,medium,62.0,65.0,59.0
2013,278866,63.0,medium,medium,62.0,65.0,59.0
2012,278866,65.0,medium,medium,64.0,71.0,58.0
2015,69018,65.0,high,medium,58.0,62.0,59.0
2014,69018,65.0,high,medium,58.0,62.0,59.0
2013,69018,62.0,high,medium,56.0,63.0,56.0
2012,69018,58.0,medium,medium,49.0,61.0,41.0
2015,156534,67.0,high,medium,64.0,65.0,70.0
2014,156534,66.0,high,medium,63.0,64.0,69.0
2013,156534,66.0,high,medium,63.0,64.0,69.0
2012,156534,67.0,medium,medium,62.0,70.0,71.0
2015,208852,67.0,medium,low,66.0,70.0,69.0
2014,208852,65.0,medium,low,63.0,69.0,68.0
2013,208852,65.0,medium,low,61.0,69.0,68.0
2012,208852,66.0,high,medium,63.0,70.0,71.0
2014,306158,61.0,medium,medium,61.0,60.0,64.0
2013,306158,61.0,high,medium,61.0,60.0,64.0
2015,68839,65.0,medium,low,52.0,63.0,62.0
2013,68839,65.0,medium,low,52.0,63.0,62.0
2012,68839,67.0,high,medium,53.0,69.0,66.0
2013,3441,65.0,medium,medium,55.0,60.0,58.0
2012,3441,67.0,medium,medium,55.0,62.0,59.0
2015,26169,73.0,high,low,73.0,78.0,79.0
2014,26169,73.0,high,low,73.0,78.0,79.0
2015,89828,61.0,low,medium,41.0,57.0,55.0
2014,31191,61.0,medium,medium,47.0,65.0,59.0
2013,31191,62.0,medium,medium,47.0,65.0,59.0
2015,395154,77.0,high,medium,68.0,77.0,79.0
2014,395154,70.0,medium,low,67.0,75.0,76.0
2014,173913,57.0,medium,medium,39.0,45.0,49.0
2013,173913,57.0,medium,medium,39.0,45.0,49.0
